Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
11/28/2015,28,November,2015,51,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
11/28/2015,28,November,2015,51,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
7/22/2014,22,July,2014,51,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
7/22/2016,22,July,2016,51,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
3/22/2014,22,March,2014,47,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,70,48,118
3/22/2014,22,March,2014,47,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,92,63,155
3/22/2016,22,March,2016,47,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,61,42,103
3/22/2016,22,March,2016,47,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,92,63,155
3/28/2014,28,March,2014,47,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,79,54,133
3/28/2016,28,March,2016,47,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,74,51,125
2/22/2014,22,February,2014,22,Youth (<25),M,Australia,Tasmania,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,90,63,153
2/22/2016,22,February,2016,22,Youth (<25),M,Australia,Tasmania,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,90,63,153
9/4/2013,4,September,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,39,40,79
9/4/2013,4,September,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,31,32,63
9/4/2015,4,September,2015,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,35,36,71
9/4/2015,4,September,2015,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,27,28,55
12/17/2013,17,December,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,66,68,134
12/17/2013,17,December,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,86,88,174
12/17/2015,17,December,2015,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,66,68,134
12/17/2015,17,December,2015,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,82,84,166
2/19/2014,19,February,2014,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,31,32,63
2/19/2014,19,February,2014,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
2/19/2016,19,February,2016,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,23,24,47
2/19/2016,19,February,2016,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
7/9/2014,9,July,2014,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,98,100,198
7/9/2014,9,July,2014,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,27,28,55
7/9/2016,9,July,2016,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,105,108,213
7/9/2016,9,July,2016,23,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,20,20,40
8/12/2013,12,August,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
8/12/2013,12,August,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
8/12/2015,12,August,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
8/12/2015,12,August,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
10/1/2013,1,October,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
10/1/2013,1,October,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
10/1/2015,1,October,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
10/1/2015,1,October,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
12/3/2013,3,December,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
12/3/2013,3,December,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
12/3/2015,3,December,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
12/3/2015,3,December,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
12/8/2013,8,December,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
12/8/2013,8,December,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
12/8/2015,8,December,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
12/8/2015,8,December,2015,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
1/30/2014,30,January,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
1/30/2016,30,January,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
2/22/2014,22,February,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
2/22/2014,22,February,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
2/22/2016,22,February,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
2/22/2016,22,February,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
4/18/2014,18,April,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
4/18/2014,18,April,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
4/18/2016,18,April,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
4/18/2016,18,April,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
10/22/2013,22,October,2013,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,101,96,197
10/22/2013,22,October,2013,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,71,68,139
10/22/2015,22,October,2015,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,97,92,189
10/22/2015,22,October,2015,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,71,68,139
10/25/2013,25,October,2013,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,132,120,252
10/25/2013,25,October,2013,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,79,72,151
10/25/2015,25,October,2015,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,132,120,252
10/25/2015,25,October,2015,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,75,68,143
7/3/2014,3,July,2014,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,128,116,244
7/3/2014,3,July,2014,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,70,64,134
7/3/2016,3,July,2016,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,128,116,244
7/3/2016,3,July,2016,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,70,64,134
7/26/2013,26,July,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
7/26/2013,26,July,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
7/26/2015,26,July,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,32,2,5,75,64,139
7/26/2015,26,July,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
10/18/2013,18,October,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
10/18/2015,18,October,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
3/20/2014,20,March,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
3/20/2014,20,March,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
3/20/2016,20,March,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
3/20/2016,20,March,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
4/1/2014,1,April,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
4/1/2014,1,April,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
4/1/2016,1,April,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
4/1/2016,1,April,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
5/12/2014,12,May,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
5/12/2014,12,May,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
5/12/2016,12,May,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
5/12/2016,12,May,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
6/5/2014,5,June,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
6/5/2014,5,June,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
6/5/2016,5,June,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
6/5/2016,5,June,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
6/23/2014,23,June,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
6/23/2014,23,June,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
6/23/2016,23,June,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
6/23/2016,23,June,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
10/22/2013,22,October,2013,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,26,24,50
10/22/2013,22,October,2013,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,37,34,71
10/22/2015,22,October,2015,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,22,20,42
10/22/2015,22,October,2015,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,37,34,71
12/31/2013,31,December,2013,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,33,30,63
12/31/2013,31,December,2013,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,57,52,109
12/31/2015,31,December,2015,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,29,26,55
12/31/2015,31,December,2015,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,55,50,105
6/18/2014,18,June,2014,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,53,48,101
6/18/2014,18,June,2014,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8
6/18/2016,18,June,2016,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,57,52,109
6/18/2016,18,June,2016,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
12/2/2013,2,December,2013,53,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,114,75,189
12/2/2013,2,December,2013,53,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,123,81,204
12/2/2015,2,December,2015,53,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,123,81,204
12/2/2015,2,December,2015,53,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,119,78,197
8/13/2013,13,August,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
8/13/2013,13,August,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
8/13/2015,13,August,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
8/13/2015,13,August,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
8/29/2013,29,August,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
8/29/2013,29,August,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
8/29/2015,29,August,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
8/29/2015,29,August,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
11/3/2013,3,November,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
11/3/2013,3,November,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
11/3/2015,3,November,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
11/3/2015,3,November,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
11/28/2013,28,November,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
11/28/2013,28,November,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
11/28/2015,28,November,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
11/28/2015,28,November,2015,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
2/7/2014,7,February,2014,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2/7/2014,7,February,2014,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
2/7/2016,7,February,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
2/7/2016,7,February,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
4/12/2014,12,April,2014,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
4/12/2014,12,April,2014,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
4/12/2016,12,April,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
4/12/2016,12,April,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
6/22/2014,22,June,2014,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
6/22/2014,22,June,2014,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
6/22/2016,22,June,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
6/22/2016,22,June,2016,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
3/25/2014,25,March,2014,44,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89
3/25/2016,25,March,2016,44,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,53,36,89
3/17/2014,17,March,2014,43,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,123,90,213
3/17/2014,17,March,2014,43,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,12,9,21
3/17/2016,17,March,2016,43,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,123,90,213
3/17/2016,17,March,2016,43,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,8,6,14
6/1/2014,1,June,2014,43,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,12,9,21
6/1/2016,1,June,2016,43,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,4,3,7
10/19/2013,19,October,2013,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
10/19/2013,19,October,2013,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
10/19/2013,19,October,2013,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,40,34,74
10/19/2013,19,October,2013,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
10/19/2015,19,October,2015,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
10/19/2015,19,October,2015,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
10/19/2015,19,October,2015,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
10/19/2015,19,October,2015,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
5/3/2014,3,May,2014,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
5/3/2016,3,May,2016,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
6/6/2014,6,June,2014,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
6/6/2014,6,June,2014,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
6/6/2016,6,June,2016,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
6/6/2016,6,June,2016,43,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
10/10/2013,10,October,2013,39,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,12,9,21
10/10/2013,10,October,2013,39,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,45,33,78
10/10/2015,10,October,2015,39,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,8,6,14
10/10/2015,10,October,2015,39,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,45,33,78
11/19/2013,19,November,2013,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,16,16,32
11/19/2013,19,November,2013,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,59,60,119
11/19/2015,19,November,2015,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,23,24,47
11/19/2015,19,November,2015,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,55,56,111
2/6/2014,6,February,2014,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,70,72,142
2/6/2014,6,February,2014,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,23,24,47
2/6/2016,6,February,2016,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,59,60,119
2/6/2016,6,February,2016,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,20,20,40
5/14/2014,14,May,2014,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,74,76,150
5/14/2014,14,May,2014,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,109,112,221
5/14/2016,14,May,2016,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,66,68,134
5/14/2016,14,May,2016,39,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,98,100,198
12/10/2013,10,December,2013,39,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,9,8,17
12/10/2013,10,December,2013,39,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,48,44,92
12/10/2015,10,December,2015,39,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,9,8,17
12/10/2015,10,December,2015,39,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,44,40,84
1/31/2014,31,January,2014,38,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,92,88,180
1/31/2014,31,January,2014,38,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,8,8,16
1/31/2016,31,January,2016,38,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,92,88,180
1/31/2016,31,January,2016,38,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
12/14/2013,14,December,2013,38,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,37,34,71
12/14/2013,14,December,2013,38,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,55,50,105
12/14/2015,14,December,2015,38,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,40,36,76
